address,categories,primaryCategories,city,country,latitude,longitude,name,postalCode,province,Price range,Aggregate rating,Rating color,Rating text,Votes
1740 Gunter Avenue,"Carry Out Food,Mexican Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Guntersville,US,34.34134,-86.30938,Taco Bell,35976,AL,2,3.5,Yellow,Good,57
1407 6th Ave SE,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Decatur,US,34.58542,-86.98081,Subway,35601,AL,2,3.5,Yellow,Good,58
1809 Beltline Rd SW,"Carry Out Food,Carry-out food,Caterers,American Restaurant,American restaurants,Fast Food Restaurants,Caterer,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Catering,Chicken restaurants,Food and Beverage Services,Sandwich Shops",Accommodation & Food Services,Decatur,US,34.57165,-87.01462,Chick-fil-A,35601,AL,3,3.6,Yellow,Good,115
2812 Spring Ave SW Ste G,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich shops,wich Place,Sandwiches,Sandwich Place,Food,Sandwich Shops",Accommodation & Food Services,Decatur,US,34.55496,-86.99725,Firehouse Subs,35603,AL,3,3.5,Yellow,Good,51
3041 Highway 20,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Decatur,US,34.62039,-87.05281,Jack's Family Restaurants,35601,AL,3,3.8,Yellow,Good,250
1817 6th Ave SE,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Decatur,US,34.57586,-86.97611,Krystal,35601,AL,1,3.7,Yellow,Good,117
1225 Beltline Rd SW,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs,Family Restaurants,Burger Joint and Fast Food Restaurant",Accommodation & Food Services,Decatur,US,34.56185,-87.00769,Jack's,35601,AL,1,3.4,Orange,Average,20
1654 Beltline Rd SW,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",Accommodation & Food Services,Decatur,US,34.56784,-87.01125,Dairy Queen Grill Chill,35601,AL,2,3.5,Yellow,Good,25
5 N Pointe Pkwy Ste F,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Enterprise,US,31.33653,-85.85576,Subway,36330,AL,3,4.5,Dark Green,Excellent,1821
115 Edgewood Drive,"Carry Out Food,Asian Restaurants,Japanese Restaurants,Chinese Restaurants,Fast Food Restaurants,Take Out Restaurants,Sushi Bars,Restaurants",Accommodation & Food Services,Florence,US,34.81771,-87.68111,Wok N Roll,35630,AL,1,4.5,Dark Green,Excellent,849
2627 S Oates Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Dothan,US,31.18926,-85.40099,Hardee's,36301,AL,1,4.6,Dark Green,Excellent,917
1165 Ross Clark Circle,"Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Dothan,US,31.21224,-85.36109,Burger King,36301,AL,1,3.9,Yellow,Good,439
1067 Ross Clark Circle,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Dothan,US,31.21805,-85.35983,Sonic Drive-In,36303,AL,1,3.7,Yellow,Good,289
1130 University Blvd Ste B1,"American Restaurants,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Tuscaloosa,US,33.21097,-87.55278,Moe's Southwest Grill,35401,AL,1,4.3,Green,Very Good,558
3808 Mcfarland Blvd E,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tuscaloosa,US,33.17378,-87.52549,Burger King,35405,AL,1,4.2,Green,Very Good,613
2312 Mcfarland Blvd E,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Family style restaurants,Catering",Accommodation & Food Services,Tuscaloosa,US,33.18941,-87.52625,Moe's Southwest Grill,35404,AL,2,4,Green,Very Good,353
1703 S College Street,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Auburn,US,32.57246,-85.49903,Sonic Drive-In,36832,AL,2,4.1,Green,Very Good,387
935 Us Highway 72 E Ste A,"Carry-out food,Restaurant,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Athens,US,34.7881,-86.96264,Firehouse Subs,35611,AL,3,4.3,Green,Very Good,755
100 US Highway 31 S Ste N,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Athens,US,34.80086,-86.9526,Subway,35611,AL,1,4.2,Green,Very Good,800
1720 Hamric Dr E Ste 1,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Oxford,US,33.61477,-85.80492,Domino's Pizza,36203,AL,1,4.1,Green,Very Good,350
609 Snow Street,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",Accommodation & Food Services,Oxford,US,33.61567,-85.82607,Jack's,36203,AL,3,4.1,Green,Very Good,464
107 Arnold St NW,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Cullman,US,34.17945,-86.84606,Jimmy John's,35055,AL,2,4.2,Green,Very Good,550
1641 Main Ave SW,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,Food and Beverage,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs",Accommodation & Food Services,Cullman,US,34.15977,-86.84812,Jack's,35055,AL,1,4.1,Green,Very Good,543
1705 Cherokee Ave SW,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Cullman,US,34.15758,-86.83748,Subway,35055,AL,3,4.1,Green,Very Good,465
5505 Al Highway 157,"Asian Restaurants,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants",Accommodation & Food Services,Cullman,US,34.20643,-86.86648,Panda Express,35058,AL,1,4.4,Green,Very Good,546
1912 Al Highway 157,"Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Cullman,US,34.19863,-86.80401,Subway,35058,AL,1,4.4,Green,Very Good,1098
724 2nd Ave NW,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Cullman,US,34.18417,-86.84848,Rally's,35055,AL,2,4.2,Green,Very Good,579
1713 2nd Ave SW,"Carry-out food,Hot dog restaurants,American Restaurant,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Restaurant,Burger Joint,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",Accommodation & Food Services,Cullman,US,34.15759,-86.83473,Sonic Drive-In,35055,AL,1,4.1,Green,Very Good,374
9973 Parkway E,"Fast Food Restaurants,American Restaurants,Family Style Restaurants,Restaurants,Seafood Restaurants",Accommodation & Food Services,Birmingham,US,33.610855,-86.687775,Captain D's Seafood Kitchen,35215,AL,3,4.6,Dark Green,Excellent,717
6639 State Highway 151,"Carry Out Food,Restaurant,American Restaurants,Pinson Restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Pinson,US,33.69535,-86.68257,McDonald's,35126,AL,3,4.9,Dark Green,Excellent,548
6200 Grand River Blvd E Ste 366,"Pretzels,Fast Food Restaurants",Accommodation & Food Services,Leeds,US,33.54722,-86.59819,Auntie Anne's Soft Pretzels,35094,AL,2,4.5,Dark Green,Excellent,631
9829 Parkway E,"Carry-out food,Hot dog restaurants,American Restaurant,Fast Food Restaurant and American Restaurant Roebuck,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs",Accommodation & Food Services,Birmingham,US,33.60603,-86.68913,Sonic Drive-In,35215,AL,1,3.9,Yellow,Good,372
4500 Montevallo Rd Ste A107,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Birmingham,US,33.5328,-86.6857,Subway,35210,AL,2,3.9,Yellow,Good,201
7736 1st Ave N,"American Restaurants,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Birmingham,US,33.56268,-86.72863,Rally's,35206,AL,3,3.8,Yellow,Good,332
1801 4th Ave S,"Carry-out food,Caterers,Mexican,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Family style restaurants,Catering,Mexican Restaurant, Burrito Place, and Taco Place,Gas and electric grills",Accommodation & Food Services,Birmingham,US,33.50771,-86.80475,Moe's Southwest Grill,35233,AL,2,3.5,Yellow,Good,304
2737 Highway 280 S,"Restaurant,American Restaurants,Mexican Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Restaurants",Accommodation & Food Services,Birmingham,US,33.48011,-86.77455,Moe's Southwest Grill,35223,AL,3,4.3,Green,Very Good,368
1031 Montgomery Hwy Ste 111,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Birmingham,US,33.439,-86.78873,Chipotle Mexican Grill,35216,AL,2,4.1,Green,Very Good,430
1428 Old Walker Chapel Road,"American Restaurants,Caterers,Soul Food Restaurants,Take Out Restaurants,Fast Food Restaurants,Barbecue Restaurants,Barbecue,Restaurants",Accommodation & Food Services,Fultondale,US,33.60767,-86.80459,Full Moon Bar-B-Que,35068,AL,2,4.4,Green,Very Good,433
3052 Jefferson Ave SW,"Carry Out Food,Carry-out food,Karaoke,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Accommodation & Food Services,Birmingham,US,33.47015,-86.88269,Church's Chicken,35211,AL,1,4,Green,Very Good,380
2501 Avenue E,"Carry Out Food,Carry-out food,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Barbecued poultry,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",Accommodation & Food Services,Birmingham,US,33.505974,-86.89299,Church's Chicken,35218,AL,2,4,Green,Very Good,456
401 19th Street Ensley,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Birmingham,US,33.51331,-86.89783,Milo's Hamburgers,35233,AL,3,4.2,Green,Very Good,647
3520 Avenue E,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Employment opportunities,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Birmingham,US,33.505974,-86.89299,McDonald's,35218,AL,3,4,Green,Very Good,360
4760 Eastern Valley Rd,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Mc Calla,US,33.32988,-87.00037,Subway,35111,AL,2,4,Green,Very Good,227
611 Bessemer Super HWay,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Birmingham,US,33.45292,-86.92278,Hardee's,35228,AL,2,3.9,Yellow,Good,290
437 Green Springs Hwy Ste 121,"Pizza,Carry-out food,Restaurant delivery service,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",Accommodation & Food Services,Birmingham,US,33.4648,-86.81963,Pizza Hut,35209,AL,1,4.1,Green,Very Good,270
829 8th St N,"Pizza,Carry-out food,Caterers,Restaurant delivery service,Food and Beverage,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Bessemer,US,33.39403,-86.97014,Pizza Hut,35020,AL,2,4,Green,Very Good,326
1801 4th Ave S,"Caterers,Fried Chicken Joint,Soul Food Restaurants,Fast Food Restaurant,Southern / Soul Food Restaurant,Chicken Restaurants,Southern Soul Food Restaurant,Restaurants",Accommodation & Food Services,Birmingham,US,33.53439,-86.70704,Guthrie's,35210,AL,3,4.3,Green,Very Good,317
323 20th St N,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Restaurant Delivery Service,American restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Restaurant,Sandwiches,Catering,Sandwich Shops",Accommodation & Food Services,Birmingham,US,33.51717,-86.80715,Jimmy John's,35203,AL,1,4.2,Green,Very Good,300
1539 Us Highway 98,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Cafes,Restaurants,Family style restaurants,Catering",Accommodation & Food Services,Daphne,US,30.59977,-87.89833,Moe's Southwest Grill,36526,AL,2,3.2,Orange,Average,21
6890 Us Highway 90,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Uncategorized,Restaurants,Sandwich Shops",Accommodation & Food Services,Daphne,US,30.65503,-87.90273,Firehouse Subs,36526,AL,2,4.6,Dark Green,Excellent,237
975 Gilbert Ferry Rd SE,"Delis And Delicatessens,Carry-out food,Restaurant,American Restaurants,Sandwich shops,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Attalla,US,33.99707,-86.09424,Subway,35954,AL,2,4.5,Dark Green,Excellent,879
2000 Us Highway 278 E,"Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Gadsden,US,33.99989,-85.94225,Jack's Family Restaurants,35903,AL,2,4.6,Dark Green,Excellent,615
1414 Rainbow Drive,"American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Family Friendly Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Gadsden,US,33.98514,-86.00436,Jack's,35901,AL,2,4.5,Dark Green,Excellent,879
2508 W Meighan Boulevard,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Gadsden,US,34.02239,-86.04354,Jack's Family Restaurants,35904,AL,4,3.9,Yellow,Good,379
2477 Highway 77,"Delis And Delicatessens,Restaurant,Carry-out food,Gadsden Restaurants,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Gadsden,US,33.91784,-86.02192,Subway,35907,AL,1,4.3,Green,Very Good,303
102 George Wallace Drive,"American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Family Friendly Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Gadsden,US,34.00841,-85.99391,Jack's,35903,AL,4,4.1,Green,Very Good,538
816 Pelham Rd S,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place,Catering",Accommodation & Food Services,Jacksonville,US,33.80691,-85.76127,Pizza Hut,36265,AL,1,4.2,Green,Very Good,334
326 W Magnolia Avenue,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Accommodation & Food Services,Auburn,US,32.60692,-85.48642,Chick-fil-A,36832,AL,2,4.3,Green,Very Good,555
2220 Sparkman Dr NW,"Carry-out food,American Restaurants,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.76369,-86.59461,Cook-Out,35810,AL,1,4.4,Green,Very Good,823
1006 Jordan Ln NW,"Burger Joint,Carry-out food,Hot dog restaurants,American restaurants,Family style restaurants,Hamburger restaurants,Karaoke,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.73679,-86.62714,Jack's,35816,AL,2,4.1,Green,Very Good,550
7900 Bailey Cove Rd SE,"Pizza,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Huntsville,US,34.66134,-86.54042,Terrys Pizza,35802,AL,2,4.4,Green,Very Good,650
1217 Grace St NW,"Caterers,Restaurant delivery service,Seafood restaurants,African restaurants,Steak and chop restaurants,Soul food restaurants,Creole and Cajun Restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Cajun-creole restaurants,Restaurants,Meal Assembly Kitchens,Grocery Stores,Southern style restaurants,Barbecued poultry,Creole Cajun Restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Accommodation & Food Services,Huntsville,US,34.74754,-86.59498,Rolands Cajun Catering,35801,AL,1,4.3,Green,Very Good,410
4800 Whitesburg Dr SW Ste 32,"Delicatessens,Caterers,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Huntsville,US,34.69281,-86.5696,McAlister's Deli,35802,AL,1,4.4,Green,Very Good,660
1395 Enterprise Way NW,"Delis And Delicatessens,American Restaurants,Restaurant,Delicatessens,Salon / Barbershop,wich Place,Fast Food Restaurants,Deli / Bodega,Sandwich Place,Restaurants,Sandwich Shops,Deli / Bodega, Sandwich Place, and Salon / Barbershop",Accommodation & Food Services,Huntsville,US,34.743492,-86.67781,Jason's Deli,35806,AL,2,4.4,Green,Very Good,360
2785 Carl T Jones Dr SE,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Restaurant Delivery Service,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Huntsville,US,34.67589,-86.5415,Jimmy John's,35802,AL,3,4,Green,Very Good,340
1480 Perimeter Pkwy NW,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Deli / Bodega,Restaurants,Delis And Delicatessens,Restaurant,Family style restaurants,Sandwiches,Catering,Sandwich Shops",Accommodation & Food Services,Huntsville,US,34.74458,-86.67318,McAlister's Deli,35806,AL,2,4.1,Green,Very Good,393
4314 University Dr NW,"Restaurant,American Restaurants,Caterers,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Deli / Bodega,Restaurants,Sandwich Shops",Accommodation & Food Services,Huntsville,US,34.73549,-86.63676,Quiznos,35816,AL,1,4.3,Green,Very Good,422
3314 Wall Triana Hwy SW,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.66429,-86.75312,Jack's Family Restaurants,35824,AL,3,4,Green,Very Good,435
3109 Drake Ave SW,"Ice Cream Parlors,Restaurant,Carry-out food,Ice Cream and Frozen Desserts,American restaurants,Ice cream parlors,Fast Food Restaurants,Dessert Restaurants,Traditional American Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.69772,-86.60791,Dairy Queen,35805,AL,2,4,Green,Very Good,369
300 Andrew Jackson Way NE,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.73907,-86.57662,Hardee's,35801,AL,3,4.4,Green,Very Good,487
700 Governors Dr SW,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Burger Joint Downtown Huntsville,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.72041,-86.59055,Checkers,35801,AL,3,3.7,Yellow,Good,98
3222 Bob Wallace Ave SW,"Carry Out Food,Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",Accommodation & Food Services,Huntsville,US,34.71197,-86.61021,Sonic Drive-In,35805,AL,3,4.1,Green,Very Good,365
3019 Woodman Dr,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Dayton,US,39.7019,-84.1234,Subway,45420,OH,1,4.1,Green,Very Good,190
8932 E 38th St,"Pizza,Restaurant,Chicken Wings,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Pizza Place Far Eastside,Pizza Place,Family Style Restaurants,Restaurants",Accommodation & Food Services,Indianapolis,US,39.8265,-86.0105,Pizza Hut,46226,IN,3,4.1,Green,Very Good,429
935 W South Boulevard,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Montgomery,US,32.32548,-86.32813,McDonald's,36105,AL,2,4.4,Green,Very Good,430
7224 Eastchase Parkway,"Catering Companies,American,Food Delivery,Fast Food Restaurants,Ovo,Non-veg,Coffee Shops,Traditional American,Coffeehouses,Traditional American Restaurants,Breakfast,Bagels,Bakery,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Take-out,Lacto,Bakeries,Catering,Sandwich Shops",Accommodation & Food Services,Montgomery,US,32.36049,-86.1653,Panera Bread,36117,AL,2,4.2,Green,Very Good,186
5660 Old Shell Road,"Pizza,Beer/Wine,Italian,Take-out,American,Lacto,Fast food,Take Out Restaurants,Vegan-friendly,Non-veg,Restaurants",Accommodation & Food Services,Mobile,US,30.68957,-88.17268,Mellow Mushroom,36608,AL,1,4.2,Green,Very Good,220
390 Schillinger Rd S,"Carry-out food,Mexican Restaurants,Caterers,Coffee Shop,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Bars Clubs,Restaurant,American Restaurants,Bar and grill restaurants,Family style restaurants,Burrito Place, Mexican Restaurant, and Taco Place,Catering,Burrito Place",Accommodation & Food Services,Mobile,US,30.68177,-88.22597,Moe's Southwest Grill,36695,AL,1,4.2,Green,Very Good,347
5019 Cottage Hill Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Mobile,US,30.6487,-88.15908,McDonald's,36609,AL,2,3.8,Yellow,Good,161
3944 Government Boulevard,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Mobile,US,30.63964,-88.13914,Sonic Drive-In,36693,AL,2,4.1,Green,Very Good,160
5380 Highway 90 W,"Carry Out Food,Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Mobile,US,30.59223,-88.17015,Burger King,36619,AL,1,4.9,Dark Green,Excellent,820
951 Montlimar Drive,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Mobile,US,30.67092,-88.13297,Sonic Drive-In,36609,AL,1,4.5,Dark Green,Excellent,488
3121 Yosemite Blvd,"Asian Restaurants,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Modesto,US,37.6386,-120.9367,Fat Wong Chinese Food To Go,95354,CA,2,3.6,Yellow,Good,253
4615 Highway 280,"Carry-out food,Restaurant,American restaurants,Fast Food Restaurants,Coffee and tea-retail,Restaurants,Sandwich Shops,Coffee house and espresso bar restaurants",Accommodation & Food Services,Birmingham,US,33.42977,-86.70878,Arby's,35242,AL,3,3.8,Yellow,Good,220
4620 Highway 280,"Carry Out Food,Carry-out food,Caterers,American restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",Accommodation & Food Services,Birmingham,US,33.42794,-86.70769,Chick-fil-A,35242,AL,2,4.3,Green,Very Good,485
4719 Highway 280,"Carry-out food,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Bar and grill restaurants,Burrito Place",Accommodation & Food Services,Birmingham,US,33.42237,-86.69893,Chipotle Mexican Grill,35242,AL,3,4.3,Green,Very Good,428
2 20th St N Ste 120,"Carry-out food,Caterers,Delicatessens,Hot dog restaurants,Bagels,African restaurants,Soul food restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Take out restaurants,Restaurants,Sandwiches,Mediterranean restaurants,Sandwich Shops",Accommodation & Food Services,Birmingham,US,33.51327,-86.80574,Sol's Sandwich Shop and Deli,35203,AL,2,4.1,Green,Very Good,294
